Date,AXISBANK.NS,BAJAJ-AUTO.NS,DRREDDY.NS,GAIL.NS,GRASIM.NS,HCLTECH.NS,HEROMOTOCO.NS,INDUSINDBK.NS,ITC.NS,LT.NS,M&M.NS,NTPC.NS,POWERGRID.NS,TECHM.NS,ULTRACEMCO.NS,WIPRO.NS
2015-03-30,547.8059692382812,1745.2252197265625,3237.775390625,82.06147766113281,516.2315673828125,419.2981872558594,2233.22216796875,861.8633422851562,186.00608825683594,1029.7001953125,558.9744262695312,104.60873413085938,124.72315216064453,564.7054443359375,2904.82177734375,214.81886291503906
2015-03-31,544.549560546875,1735.414794921875,3297.751708984375,83.73512268066406,514.9872436523438,419.276611328125,2229.422119140625,859.9706420898438,185.04014587402344,1024.27685546875,553.1533203125,104.07719421386719,124.9382095336914,567.182373046875,2839.552734375,216.69712829589844
2015-04-01,553.7354736328125,1738.1685791015625,3340.194091796875,83.08717346191406,525.1812744140625,402.3627624511719,2242.976318359375,898.0675048828125,188.78807067871094,1032.9791259765625,559.8126831054688,104.7150650024414,125.97036743164062,569.8845825195312,2845.275634765625,218.19586181640625
2015-04-06,553.1522216796875,1752.4539794921875,3476.49951171875,86.34770202636719,525.756591796875,398.5993957519531,2257.207275390625,888.070068359375,193.64337158203125,1047.0596923828125,578.6966552734375,107.79803466796875,127.2606201171875,579.4771728515625,2854.0078125,214.04331970214844
2015-04-07,542.2651977539062,1802.495849609375,3483.115966796875,86.40143585205078,535.4532470703125,399.6685485839844,2223.12939453125,880.3051147460938,193.41677856445312,1054.091064453125,590.8978881835938,110.77470397949219,127.2606201171875,588.0339965820312,2892.784423828125,211.94175720214844
2015-04-08,540.36962890625,1806.7554931640625,3549.850830078125,88.61480712890625,540.2794189453125,410.0606689453125,2200.707275390625,875.4520874023438,196.6246795654297,1059.898681640625,593.3893432617188,110.63267517089844,126.70154571533203,605.552978515625,2946.656494140625,212.3727264404297
2015-04-09,556.1656494140625,1805.938232421875,3535.48291015625,85.7649917602539,535.75146484375,412.3272399902344,2205.605712890625,916.1696166992188,197.1357879638672,1054.7435302734375,593.5523681640625,111.51888275146484,129.8841094970703,603.8416748046875,2924.456298828125,212.66493225097656
2015-04-10,552.18017578125,1806.110107421875,3589.504150390625,86.18570709228516,539.2056884765625,413.6529235839844,2182.16943359375,917.4799194335938,196.8521270751953,1050.696044921875,599.2338256835938,110.31372833251953,131.3463897705078,594.654296875,2929.488525390625,212.85516357421875
2015-04-13,550.1875,1803.1412353515625,3587.56640625,85.34351348876953,537.4712524414062,417.4164123535156,2179.509033203125,921.84765625,199.60598754882812,1074.220458984375,581.0950317382812,111.48313903808594,132.76568603515625,598.4374389648438,2961.456787109375,215.09454345703125
2015-04-15,534.828857421875,1785.671630859375,3548.10205078125,85.25753021240234,540.89794921875,403.9237976074219,2132.087890625,918.74169921875,201.5651397705078,1064.7860107421875,562.9794921875,109.3926773071289,130.3572235107422,594.339111328125,2946.706298828125,209.04718017578125
2015-04-16,535.4120483398438,1796.9022216796875,3478.815185546875,85.56999206542969,530.2919311523438,408.0934143066406,2052.32080078125,906.9971313476562,198.81126403808594,1044.9156494140625,572.1070556640625,110.63267517089844,129.6260528564453,590.9163818359375,2856.474609375,207.42713928222656
2015-04-17,518.7898559570312,1777.32421875,3447.47998046875,83.96160125732422,518.5204467773438,402.0420227050781,2035.7681884765625,850.264404296875,199.80532836914062,1036.2489013671875,570.2442016601562,111.9798355102539,129.1099853515625,577.4055786132812,2771.71923828125,202.2242431640625
2015-04-20,503.771484375,1740.104736328125,3371.7177734375,83.16239929199219,513.5161743164062,395.2850036621094,1956.25439453125,818.9618530273438,194.15444946289062,1011.6525268554688,553.1066284179688,109.42841339111328,128.85194396972656,569.5242309570312,2741.13232421875,198.27842712402344
2015-04-21,508.5831298828125,1711.189697265625,3272.46630859375,81.19779205322266,516.6583862304688,380.894287109375,1967.0225830078125,813.1865844726562,194.18341064453125,1005.8716430664062,554.3872680664062,107.2664794921875,128.0347900390625,574.2080078125,2714.541259765625,199.225830078125
2015-04-22,525.010986328125,1707.10205078125,3374.83740234375,81.18704223632812,521.7618408203125,375.18505859375,2034.83935546875,821.388427734375,195.00625610351562,1039.733642578125,564.865478515625,108.22327423095703,126.48648834228516,567.2724609375,2755.587158203125,187.6475372314453
2015-04-23,523.1641235351562,1713.4271240234375,3335.609619140625,81.10105895996094,517.397216796875,382.754638671875,2018.9193115234375,833.5211791992188,194.2686004638672,1026.9305419921875,558.2991943359375,105.95506286621094,126.1424331665039,554.1220092773438,2691.946533203125,184.09869384765625
